HiringAgency,jobLink,jobNum,Job ID,Business Title,Civil Service Title,Title Classification,Job Category,Career Level,Work Location,Division/Work Unit,# of Positions,Title Code No,Level,Proposed Salary Range,POSTING DATE,POST UNTIL
DEPARTMENT OF PROBATION,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=456147&PostingSeq=1,456147,456147,Probation Assistant,PROBATION ASSISTANT,Competitive,"Public Safety, Inspections, & Enforcement",Entry-Level,"33 Beaver St, New York Ny",Default,5,51800,00,"$ 32,260.00 - $ 39,028.00 (Annual)",2021-01-05,2021-01-15
DEPARTMENT OF PROBATION,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=456146&PostingSeq=1,456146,456146,Community Assistant,COMMUNITY ASSISTANT,Non-Competitive,Constituent Services & Community Programs,Entry-Level,"33 Beaver St, New York Ny",Admin Executive Offices,1,56056,00,"$ 32,520.00 - $ 42,191.00 (Annual)",2021-01-04,2021-01-15
DEPARTMENT OF PROBATION,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=442583&PostingSeq=1,442583,442583,Chief Information Officer,IT PROJECT SPECIALIST,Non-Competitive,"Technology, Data & Innovation",Experienced (non-manager),"33 Beaver St, New York Ny",Admin Executive Offices,1,95710,00,"$160,000.00 (Annual)",2020-08-10,3020-01-01
DEPARTMENT OF PROBATION,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=349030&PostingSeq=1,349030,349030,Buyer,PROCUREMENT ANALYST,Competitive,"Finance, Accounting, & Procurement",Experienced (non-manager),"33 Beaver St, New York Ny",Financial Operations,1,12158,01,"$ 38,534.00 - $ 65,360.00 (Annual)",2018-06-25,3020-01-01
DEPARTMENT OF SANITATION,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=450648&PostingSeq=1,450648,450648,AGENCY ATTORNEY III,AGENCY ATTORNEY,Non-Competitive,Legal Affairs,Experienced (non-manager),"125 Worth Street, Nyc",Dep Com Legal Affairs,1,30087,03,"$ 79,620.00 - $117,541.00 (Annual)",2021-01-11,3020-01-01
DEPARTMENT OF SANITATION,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=443160&PostingSeq=1,443160,443160,Deputy Chief Engineer,ADMINISTRATIVE ENGINEER,Competitive,"Engineering, Architecture, & Planning",Executive,"44 Beaver St., N.Y.",Not Listed,1,10015,M4,"$ 80,931.00 - $208,826.00 (Annual)",2020-08-21,3020-01-01
DEPARTMENT OF TRANSPORTATION,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=456101&PostingSeq=1,456101,456101,Carpenter,CARPENTER,Competitive,Building Operations & Maintenance,Experienced (non-manager),88-26 Pitkin Avenue,Facilities Maintenance,1,92005,00,$    375.06 - $    375.06 (Daily),2020-12-31,3020-01-01
DEPARTMENT OF TRANSPORTATION,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=454356&PostingSeq=1,454356,454356,CLIMBER & PRUNER,CLIMBER & PRUNER,Competitive,"Building Operations & Maintenance, Public Safety, Inspections, & Enforcement",Experienced (non-manager),NYC - All Boroughs,ART (Kew Loop/Maint Landscape),3,81303,00,"$ 55,806.00 - $ 69,093.00 (Annual)",2020-12-18,2021-01-17
DEPARTMENT OF TRANSPORTATION,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=443739&PostingSeq=1,443739,443739,Machinist,MACHINIST,Competitive,Building Operations & Maintenance,Experienced (non-manager),"1 Bay St., S.I.,Ny",F&GA-Pier 7 Maintenance,2,92610,00,$    298.24 - $    347.20 (Daily),2020-10-27,3020-01-01
DEPARTMENT OF TRANSPORTATION,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=443734&PostingSeq=1,443734,443734,Marine Oiler,MARINE OILER(FERRY OPERATIONS),Competitive,Building Operations & Maintenance,Experienced (non-manager),"1 Bay St., S.I.,Ny",F&Ga Marine Oilers-St George,6,91547,00,"$ 53,526.00 - $ 61,555.00 (Annual)",2020-10-27,3020-01-01
DEPARTMENT OF TRANSPORTATION,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=441015&PostingSeq=1,441015,441015,Deputy General Counsel,EXECUTIVE AGENCY COUNSEL,Non-Competitive,Legal Affairs,Manager,55 Water St Ny Ny,Legal Affairs,2,95005,M5,"$ 88,936.00 - $223,761.00 (Annual)",2020-08-21,3020-01-01
DEPARTMENT OF TRANSPORTATION,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=441768&PostingSeq=1,441768,441768,EEO Investigator,AGENCY ATTORNEY,Non-Competitive,Legal Affairs,Experienced (non-manager),59 Maiden Lane,Not Listed,2,30087,02,"$ 71,423.00 - $107,032.00 (Annual)",2020-08-04,2021-01-31
DEPT OF YOUTH & COMM DEV SRVS,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=456139&PostingSeq=1,456139,456139,Program Manager,COMMUNITY COORDINATOR,Non-Competitive,"Constituent Services & Community Programs, Policy, Research & Analysis, Social Services",Experienced (non-manager),"2 Lafayette St., N.Y.",Not Listed,1,56058,00,"$ 54,100.00 - $ 80,000.00 (Annual)",2021-01-04,3020-01-01
DEPT OF YOUTH & COMM DEV SRVS,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=456087&PostingSeq=1,456087,456087,Executive Assistant to the Deputy Commissioner,COMMUNITY COORDINATOR,Non-Competitive,"Constituent Services & Community Programs, Social Services",Experienced (non-manager),"123 William Street, NY, NY",Community Development Operati,1,56058,00,"$ 54,100.00 - $ 80,000.00 (Annual)",2020-12-31,3020-01-01
DEPT OF YOUTH & COMM DEV SRVS,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=456089&PostingSeq=1,456089,456089,Program Manager,COMMUNITY COORDINATOR,Non-Competitive,"Constituent Services & Community Programs, Public Safety, Inspections, & Enforcement, Social Services",Experienced (non-manager),"2 Lafayette St., N.Y.",Not Listed,1,56058,00,"$ 54,100.00 - $ 80,000.00 (Annual)",2020-12-31,3020-01-01
DEPT OF YOUTH & COMM DEV SRVS,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=456045&PostingSeq=1,456045,456045,Budget Analyst,COMMUNITY COORDINATOR,Non-Competitive,"Finance, Accounting, & Procurement",Experienced (non-manager),"123 William Street, NY, NY",Financial Management,1,56058,00,"$ 54,100.00 - $ 83,981.00 (Annual)",2020-12-30,3020-01-01
DEPT OF YOUTH & COMM DEV SRVS,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=456034&PostingSeq=1,456034,456034,Community Coordinator,COMMUNITY COORDINATOR,Non-Competitive,"Finance, Accounting, & Procurement",Experienced (non-manager),"2 Lafayette St., N.Y.",Procurement,1,56058,00,"$ 54,100.00 - $ 62,215.00 (Annual)",2020-12-30,3020-01-01
DEPT OF YOUTH & COMM DEV SRVS,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=456035&PostingSeq=1,456035,456035,Community Coordinator,COMMUNITY COORDINATOR,Non-Competitive,"Finance, Accounting, & Procurement",Experienced (non-manager),"2 Lafayette St., N.Y.",Procurement,1,56058,00,"$ 54,100.00 - $ 62,215.00 (Annual)",2020-12-30,3020-01-01
DEPT OF YOUTH & COMM DEV SRVS,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=451029&PostingSeq=1,451029,451029,Solution Engineer CRM,Not Listed,Not Listed,"Engineering, Architecture, & Planning, Technology, Data & Innovation",Experienced (non-manager),"2 Lafayette St., N.Y.",Information Technology,1,1005D,00,"$ 58,700.00 - $100,000.00 (Annual)",2020-12-30,3020-01-01
DEPT OF YOUTH & COMM DEV SRVS,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=455493&PostingSeq=1,455493,455493,Deputy Director of Special Initiatives,ADMINISTRATIVE BUSINESS PROMOT,Competitive,"Constituent Services & Community Programs, Policy, Research & Analysis, Social Services",Manager,"2 Lafayette St., N.Y.",Not Listed,1,10009,M1,"$ 58,700.00 - $ 85,000.00 (Annual)",2020-12-16,3020-01-01
DEPT OF YOUTH & COMM DEV SRVS,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=455426&PostingSeq=1,455426,455426,Program Manager,ASSOCIATE CONTRACT SPECIALIST,Competitive,Constituent Services & Community Programs,Experienced (non-manager),"2 Lafayette St., N.Y.",Not Listed,1,40562,00,"$ 60,193.00 - $ 90,704.00 (Annual)",2020-12-15,3020-01-01
DEPT OF YOUTH & COMM DEV SRVS,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=455319&PostingSeq=1,455319,455319,Program Manager,ASSOCIATE CONTRACT SPECIALIST,Competitive,Constituent Services & Community Programs,Experienced (non-manager),"2 Lafayette St., N.Y.",Not Listed,1,40562,00,"$ 60,193.00 - $ 90,704.00 (Annual)",2020-12-11,3020-01-01
DEPT OF YOUTH & COMM DEV SRVS,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=455198&PostingSeq=1,455198,455198,Deputy Commissioner for Youth Workforce Connect,ADMINISTRATIVE BUSINESS PROMOT,Competitive,"Constituent Services & Community Programs, Policy, Research & Analysis, Social Services",Executive,"2 Lafayette St., N.Y.",Not Listed,1,10009,M6,"$ 97,830.00 - $200,000.00 (Annual)",2020-12-10,3020-01-01
DEPT OF YOUTH & COMM DEV SRVS,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=455264&PostingSeq=1,455264,455264,Deputy Director,ADMIN CONTRACT SPECIALIST (PYR,Competitive,Constituent Services & Community Programs,Manager,"2 Lafayette St., N.Y.",Not Listed,1,10095,M3,"$ 72,038.00 - $192,152.00 (Annual)",2020-12-10,3020-01-01
DISTRICT ATTORNEY KINGS COUNTY,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=456206&PostingSeq=1,456206,456206,Payroll Clerk,COMMUNITY ASSOCIATE,Non-Competitive,"Finance, Accounting, & Procurement, Legal Affairs",Experienced (non-manager),"350 Jay St, Brooklyn  Ny",Payroll Management Unit,1,56057,00,"$ 44,083.00 - $ 63,794.00 (Annual)",2021-01-06,2021-01-20
DISTRICT ATTORNEY KINGS COUNTY,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=456207&PostingSeq=1,456207,456207,Program Evaluator,COMMUNITY COORDINATOR,Non-Competitive,"Finance, Accounting, & Procurement, Legal Affairs",Manager,"350 Jay St, Brooklyn  Ny",Fiscal and Budget Planning,1,56058,00,"$ 68,000.00 - $ 80,000.00 (Annual)",2021-01-06,2021-01-20
Not Found,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=455895&PostingSeq=1,455895,0,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,0,Not Found,Not Found,Not Found,3020-12-12,3020-12-12
DISTRICT ATTORNEY RICHMOND COU,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=434936&PostingSeq=1,434936,434936,Assistant District Attorney,ASSISTANT DISTRICT ATTORNEY (S,Exempt,"Legal Affairs, Policy, Research & Analysis",Experienced (non-manager),"130 Stuyvesant Place, S.I.",Criminal Court,10,30114,00,"$130,000.00 (Annual)",2020-02-21,3020-01-01
DISTRICT ATTORNEY RICHMOND COU,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=434939&PostingSeq=1,434939,434939,Assistant District Attorney - Criminal Court,ASSISTANT DISTRICT ATTORNEY (S,Exempt,"Legal Affairs, Policy, Research & Analysis",Experienced (non-manager),"26 Central Avenue, S.I.,",Criminal Court,10,30114,00,"$ 69,616.00 (Annual)",2020-02-21,3020-01-01
EQUAL EMPLOY PRACTICES COMM,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=453264&PostingSeq=1,453264,453264,EXECUTIVE DIRECTOR (EEPC),Not Listed,Not Listed,"Communications & Intergovernmental Affairs, Policy, Research & Analysis",Executive,253 Broadway New York Ny,Not Listed,1,95057,M4,"$125,000.00 - $145,000.00 (Annual)",2020-11-12,2021-03-12
FINANCIAL INFO SVCS AGENCY,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=455975&PostingSeq=1,455975,455975,TECH SUPPORT/SCHEDULER,COMPUTER ASSOC (TECH SUPP),Competitive,"Technology, Data & Innovation",Experienced (non-manager),5 Manhattan West,OPS/Operations Support,1,13611,02,"$ 61,594.00 - $ 90,000.00 (Annual)",2020-12-29,3020-01-01
FINANCIAL INFO SVCS AGENCY,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=442016&PostingSeq=1,442016,442016,DISASTER RECOVERY ANALYST,IT SERVICE MANAGEMENT SPECIALI,Non-Competitive,"Technology, Data & Innovation",Experienced (non-manager),5 Manhattan West,Not Listed,1,95713,00,"$ 75,000.00 - $100,000.00 (Annual)",2020-07-23,3020-01-01
FINANCIAL INFO SVCS AGENCY,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=441327&PostingSeq=1,441327,441327,Mainframe System Programmer,IT SERVICE MANAGEMENT SPECIALI,Non-Competitive,"Technology, Data & Innovation",Experienced (non-manager),5 Manhattan West,OPS/SS Technical Services,1,95713,00,"$110,000.00 - $130,000.00 (Annual)",2020-06-25,3020-01-01
FINANCIAL INFO SVCS AGENCY,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=436852&PostingSeq=1,436852,436852,DATA ARCHITECT,IT INFRASTRUCTURE ENGINEER,Non-Competitive,"Technology, Data & Innovation",Experienced (non-manager),5 Manhattan West,OPS/HRP Technical Services,1,95714,00,"$125,000.00 - $132,000.00 (Annual)",2020-03-06,3020-01-01
FINANCIAL INFO SVCS AGENCY,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=435615&PostingSeq=1,435615,435615,DATA CENTER COMPUTER ASSOCIATE,COMPUTER ASSOC (OPERATIONS),Competitive,"Technology, Data & Innovation",Experienced (non-manager),5 Manhattan West,Shared System-Data Center Ops,1,13621,01,"$ 58,918.00 - $ 74,652.00 (Annual)",2020-02-27,3020-01-01
FINANCIAL INFO SVCS AGENCY,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=431077&PostingSeq=1,431077,431077,TECH SUPPORT/SCHEDULER,IT AUTOMATION AND MONITORING E,Non-Competitive,"Technology, Data & Innovation",Experienced (non-manager),5 Manhattan West,OPS/FS/Operations Support,1,95712,00,"$ 75,000.00 - $ 90,000.00 (Annual)",2020-01-30,3020-01-01
FINANCIAL INFO SVCS AGENCY,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=427536&PostingSeq=1,427536,427536,Facility Operations Custodial Assistant,CITY CUSTODIAL ASSISTANT,Labor,Building Operations & Maintenance,Experienced (non-manager),5 Manhattan West,ADM/FAC OPS & SUP Svcs,1,90644,00,"$ 32,260.00 - $ 44,677.00 (Annual)",2020-01-03,3020-01-01
FINANCIAL INFO SVCS AGENCY,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=426746&PostingSeq=1,426746,426746,PEOPLESOFT ADMINISTRATOR,IT SERVICE MANAGEMENT SPECIALI,Non-Competitive,"Technology, Data & Innovation",Experienced (non-manager),5 Manhattan West,OPS/HRP Technical Services,1,95713,00,"$ 75,000.00 - $125,000.00 (Annual)",2019-12-20,3020-01-01
FINANCIAL INFO SVCS AGENCY,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=426216&PostingSeq=1,426216,426216,PEOPLESOFT DEVELOPER,IT INFRASTRUCTURE ENGINEER,Non-Competitive,"Technology, Data & Innovation",Experienced (non-manager),5 Manhattan West,OPS/Technical Systems,1,95714,00,"$ 75,000.00 - $115,000.00 (Annual)",2019-12-17,3020-01-01
FINANCIAL INFO SVCS AGENCY,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=424677&PostingSeq=1,424677,424677,WEB APPLICATION DEVELOPER,IT PROJECT SPECIALIST,Non-Competitive,"Technology, Data & Innovation",Experienced (non-manager),5 Manhattan West,OPS/Technical Systems,1,95710,00,"$ 75,000.00 - $110,000.00 (Annual)",2019-12-03,3020-01-01
FINANCIAL INFO SVCS AGENCY,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=424227&PostingSeq=1,424227,424227,Web Application Developer,SENIOR IT ARCHITECT,Non-Competitive,"Technology, Data & Innovation",Experienced (non-manager),5 Manhattan West,OPS/Technical Systems,1,95711,00,"$100,000.00 - $105,000.00 (Annual)",2019-11-27,3020-01-01
FINANCIAL INFO SVCS AGENCY,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=424356&PostingSeq=1,424356,424356,Windows Technical Project Manager,IT PROJECT SPECIALIST,Non-Competitive,"Technology, Data & Innovation",Experienced (non-manager),5 Manhattan West,OPS/SS Technical Services,1,95710,00,"$120,000.00 - $150,000.00 (Annual)",2019-11-27,3020-01-01
FINANCIAL INFO SVCS AGENCY,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=408047&PostingSeq=1,408047,408047,STORAGE/BACKUP ADMINISTRATOR,IT INFRASTRUCTURE ENGINEER,Non-Competitive,"Technology, Data & Innovation",Experienced (non-manager),5 Manhattan West,OPS/FS/Technical Services,1,95714,00,"$ 75,000.00 - $130,000.00 (Annual)",2019-08-23,3020-01-01
FINANCIAL INFO SVCS AGENCY,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=404892&PostingSeq=1,404892,404892,LINUX SYSTEMS ADMINISTRATOR,IT INFRASTRUCTURE ENGINEER,Non-Competitive,"Technology, Data & Innovation",Experienced (non-manager),5 Manhattan West,OPS/HRP Technical Services,1,95714,00,"$ 75,000.00 - $130,000.00 (Annual)",2019-08-08,3020-01-01
FINANCIAL INFO SVCS AGENCY,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=373602&PostingSeq=1,373602,373602,HR PAYROLL ANALYST,IT INFRASTRUCTURE ENGINEER,Non-Competitive,"Technology, Data & Innovation",Experienced (non-manager),5 Manhattan West,OPS/Business Support,1,95714,00,"$ 75,000.00 - $115,000.00 (Annual)",2018-11-07,3020-01-01
FIRE DEPARTMENT,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=456017&PostingSeq=1,456017,456017,"Deputy Director, FIRECAD",IT INFRASTRUCTURE ENGINEER,Non-Competitive,"Technology, Data & Innovation",Experienced (non-manager),"9 Metrotech Center, Brooklyn N",Bureau of Tech Deve and Syst,1,95714,00,"$160,000.00 (Annual)",2021-01-08,2021-02-08
FIRE DEPARTMENT,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=454629&PostingSeq=1,454629,454629,PSYCHOLOGIST,PSYCHOLOGIST,Competitive,Health,Experienced (non-manager),"9 Metrotech Center, Brooklyn N",Medical,2,52110,01,"$ 64,332.00 - $ 83,565.00 (Annual)",2020-12-02,2021-01-15
FIRE DEPARTMENT,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=454638&PostingSeq=1,454638,454638,SOCIAL WORKER,SOCIAL WORKER,Competitive,Health,Experienced (non-manager),"251 Lafayette St., N.Y.",Medical,2,52613,00,"$ 51,079.00 - $ 72,623.00 (Annual)",2020-12-02,2021-01-15
